#;Name;Team;G;PA;HR;R;RBI;SB;BB%;K%;ISO;BABIP;AVG;OBP;SLG;wOBA;wRC+;BsR;Off;Def;WAR
1;Ronald Acuña Jr.;ATL;159;735;41;149;106;73;10.9%;11.4%;.258;.338;.337;.416;.596;.428;170;8.9;73.0;-7.8;9.0
2;Freddie Freeman;LAD;161;730;29;131;102;23;9.9%;16.6%;.235;.370;.331;.410;.567;.411;163;4.5;61.2;-7.6;7.8
3;Mookie Betts;LAD;152;693;39;126;107;14;13.9%;15.4%;.272;.316;.307;.408;.579;.416;167;0.7;58.0;-4.0;7.7
4;Shohei Ohtani;LAA;135;599;44;102;95;20;15.2%;23.9%;.350;.342;.304;.412;.654;.433;180;2.5;59.6;-14.5;6.5
5;Matt Olson;ATL;162;720;54;127;139;1;14.4%;23.2%;.321;.302;.283;.389;.604;.413;160;0.2;54.1;-13.0;6.5
6;Corey Seager;TEX;119;536;33;88;96;2;9.1%;16.4%;.296;.340;.327;.390;.623;.419;169;-2.8;41.4;1.9;6.1
7;Juan Soto;SDP;162;708;35;97;109;12;18.6%;18.2%;.245;.296;.275;.410;.519;.395;155;-0.9;47.4;-10.0;6.1
8;Marcus Semien;TEX;162;753;29;122;100;14;9.6%;14.6%;.201;.291;.276;.348;.478;.354;124;1.3;23.1;11.9;6.1
9;Bobby Witt Jr.;KCR;158;694;30;97;96;49;5.8%;17.4%;.218;.295;.276;.319;.495;.343;115;7.6;19.9;15.0;5.9
10;William Contreras;MIL;141;611;17;86;78;6;10.3%;20.6%;.169;.348;.289;.367;.457;.357;124;-1.6;16.9;19.6;5.7
11;Julio Rodríguez;SEA;155;714;32;102;103;37;6.6%;24.5%;.209;.330;.275;.333;.485;.347;126;5.2;27.6;4.3;5.6
12;Francisco Lindor;NYM;160;687;31;108;98;31;9.6%;19.9%;.216;.277;.254;.336;.470;.346;121;3.8;21.9;10.5;5.6
13;Corbin Carroll;ARI;155;645;25;116;76;54;8.8%;19.4%;.221;.325;.285;.362;.506;.370;133;12.2;38.7;-6.0;5.4
14;Adley Rutschman;BAL;154;687;20;84;80;1;13.4%;14.7%;.158;.303;.277;.374;.435;.352;127;-1.9;20.4;10.2;5.4
15;Austin Riley;ATL;159;715;37;117;97;3;8.3%;24.1%;.234;.324;.281;.345;.516;.363;127;0.7;24.5;1.8;5.0
16;Yandy Díaz;TBR;137;600;22;95;78;0;10.8%;15.7%;.192;.367;.330;.410;.522;.402;164;-4.3;41.7;-11.8;5.0
17;Kyle Tucker;HOU;157;674;29;97;112;30;11.9%;13.6%;.233;.289;.284;.369;.517;.372;140;4.1;36.1;-9.6;4.9
18;Luis Robert Jr.;CHW;145;595;38;90;80;20;5.0%;28.9%;.278;.314;.264;.315;.542;.358;128;-0.1;20.0;8.7;4.9
19;Sean Murphy;ATL;108;438;21;65;68;0;11.2%;22.4%;.227;.286;.251;.365;.478;.366;129;-1.6;14.3;19.8;4.9
20;Wander Franco;TBR;112;491;17;65;58;30;8.6%;14.1%;.195;.297;.281;.344;.475;.349;127;2.9;19.0;13.1;4.9
21;Aaron Judge;NYY;106;458;37;79;75;3;19.2%;28.4%;.346;.300;.267;.406;.613;.420;174;-2.4;38.5;-5.6;4.8
22;Gunnar Henderson;BAL;150;622;28;100;82;10;9.0%;25.6%;.234;.306;.255;.325;.489;.346;123;5.8;22.9;3.3;4.7
23;J.P. Crawford;SEA;145;638;19;94;65;2;14.7%;19.6%;.172;.314;.266;.380;.438;.359;134;-0.1;26.0;-0.3;4.7
24;Dansby Swanson;CHC;147;638;22;81;80;9;10.3%;24.1%;.172;.297;.244;.328;.416;.325;104;2.3;5.3;20.5;4.7
25;José Ramírez;CLE;156;691;24;87;80;28;10.6%;10.6%;.193;.285;.282;.356;.475;.346;123;2.5;21.4;2.3;4.7
26;Xander Bogaerts;SDP;155;665;19;83;58;19;8.4%;16.5%;.154;.319;.285;.350;.440;.343;120;0.9;17.5;7.1;4.7
27;Alex Bregman;HOU;161;724;25;103;98;3;12.7%;12.0%;.178;.270;.262;.363;.441;.351;125;-4.2;17.8;2.2;4.5
28;Nico Hoerner;CHC;150;688;9;98;68;43;7.1%;12.1%;.100;.312;.283;.346;.383;.322;102;6.8;8.5;13.0;4.5
29;Adolis García;TEX;148;632;39;108;107;9;10.3%;27.7%;.263;.280;.245;.328;.508;.354;124;1.4;19.6;3.0;4.4
30;Ketel Marte;ARI;150;650;25;94;82;8;10.9%;16.8%;.209;.300;.276;.358;.485;.361;127;0.0;21.6;0.3;4.4
31;Ha-Seong Kim;SDP;152;626;17;84;60;38;12.0%;19.8%;.138;.306;.260;.351;.398;.330;112;4.2;13.1;9.1;4.3
32;Cody Bellinger;CHC;130;556;26;95;97;20;7.2%;15.6%;.218;.319;.307;.356;.525;.370;134;2.5;26.1;-1.8;4.3
33;Isaac Paredes;TBR;143;571;31;71;98;1;10.2%;18.2%;.238;.257;.250;.352;.488;.362;137;-1.9;23.2;0.2;4.3
34;Yordan Alvarez;HOU;114;496;31;77;97;0;13.9%;18.5%;.290;.306;.293;.407;.583;.415;170;-4.5;37.0;-11.2;4.3
35;Trea Turner;PHI;155;691;26;102;76;30;6.5%;21.7%;.192;.310;.266;.320;.459;.333;108;9.4;16.2;3.2;4.3
36;Brandon Nimmo;NYM;152;682;24;89;68;3;10.9%;21.4%;.193;.324;.274;.363;.466;.359;130;-3.4;22.1;-2.8;4.2
37;Cal Raleigh;SEA;145;569;30;78;75;0;9.5%;27.8%;.224;.273;.232;.306;.456;.326;111;-2.2;5.6;17.1;4.2
38;Fernando Tatis Jr.;SDP;141;635;25;91;78;29;8.3%;22.2%;.191;.299;.257;.322;.449;.332;113;3.1;13.1;7.5;4.2
39;Bryson Stott;PHI;151;640;15;78;62;31;6.1%;15.6%;.138;.312;.280;.329;.419;.323;101;5.0;5.8;14.0;4.1
40;Jose Altuve;HOU;90;410;17;76;51;14;10.7%;17.3%;.211;.348;.311;.393;.522;.393;154;0.1;26.7;0.3;4.1
41;Ozzie Albies;ATL;148;660;33;96;109;13;7.0%;16.2%;.233;.289;.280;.336;.513;.358;124;3.3;22.9;-4.7;4.0
42;James Outman;LAD;151;567;23;86;70;16;12.0%;31.9%;.188;.343;.248;.353;.437;.344;118;3.4;16.3;4.5;4.0
43;TJ Friedl;CIN;138;556;18;73;66;27;8.5%;16.2%;.189;.308;.279;.352;.467;.353;116;6.1;17.4;3.7;4.0
44;Bo Bichette;TOR;135;601;20;69;73;5;4.5%;19.1%;.168;.355;.306;.339;.475;.349;125;-1.4;16.3;2.8;4.0
45;Christian Walker;ARI;157;661;33;86;103;11;9.4%;19.2%;.239;.272;.258;.333;.497;.351;120;1.2;17.8;-0.8;3.9
46;Will Smith;LAD;126;554;19;80;76;3;11.4%;16.1%;.177;.277;.261;.359;.438;.345;119;-1.1;11.7;8.5;3.9
47;Andrés Giménez;CLE;153;616;15;76;62;30;5.2%;18.2%;.147;.289;.251;.314;.399;.309;97;4.1;2.2;15.7;3.9
48;Jonah Heim;TEX;131;501;18;61;95;2;8.0%;19.2%;.179;.289;.258;.317;.438;.324;103;-0.7;1.2;19.9;3.8
49;Michael Harris II;ATL;138;539;18;76;57;20;4.6%;18.7%;.184;.334;.293;.331;.477;.345;115;4.9;14.8;4.6;3.8
50;Christian Yelich;MIL;144;632;19;106;76;28;12.3%;22.2%;.169;.342;.278;.370;.447;.353;122;7.3;24.4;-8.0;3.8
51;Gleyber Torres;NYY;158;672;25;90;68;13;10.0%;14.6%;.180;.288;.273;.347;.453;.346;123;-1.2;16.9;-2.3;3.8
52;Nolan Jones;COL;106;424;20;60;62;20;12.5%;29.7%;.245;.401;.297;.389;.542;.395;135;2.1;20.5;1.6;3.6
53;Thairo Estrada;SFG;120;530;14;63;49;23;4.2%;22.6%;.145;.331;.271;.315;.416;.316;101;1.9;2.5;15.4;3.6
54;Josh Lowe;TBR;135;501;20;71;83;32;6.2%;24.8%;.208;.357;.292;.335;.500;.354;131;4.8;23.4;-4.9;3.6
55;Brandon Marsh;PHI;133;472;12;58;60;10;12.5%;30.5%;.181;.397;.277;.372;.458;.358;125;2.7;17.2;2.1;3.5
56;Bryce Harper;PHI;126;546;21;84;72;11;14.7%;21.8%;.206;.352;.293;.401;.499;.384;142;-0.3;28.2;-11.5;3.5
57;Manny Machado;SDP;138;601;30;75;91;3;8.3%;18.1%;.204;.268;.258;.319;.462;.334;114;-2.4;8.2;6.3;3.5
58;Luis Arraez;MIA;147;617;10;71;69;3;5.7%;5.5%;.115;.362;.354;.393;.469;.369;132;-1.3;23.1;-9.3;3.5
59;Paul Goldschmidt;STL;154;687;25;89;80;11;12.7%;23.4%;.179;.327;.268;.363;.447;.350;122;0.2;19.1;-8.1;3.4
60;Rafael Devers;BOS;153;656;33;90;100;5;9.5%;19.2%;.229;.292;.271;.351;.500;.359;124;-3.2;15.5;-4.2;3.4
61;Steven Kwan;CLE;158;718;5;93;54;21;9.7%;10.4%;.102;.294;.268;.340;.370;.313;100;4.3;4.5;4.4;3.3
62;Eugenio Suárez;SEA;162;694;22;68;96;2;10.1%;30.8%;.159;.314;.232;.323;.391;.313;102;-2.5;-0.4;10.0;3.3
63;Willy Adames;MIL;149;638;24;73;80;5;11.1%;25.9%;.190;.259;.217;.310;.407;.311;94;-1.0;-6.0;17.4;3.3
64;Chas McCormick;HOU;115;457;22;59;70;19;8.8%;25.6%;.216;.331;.273;.353;.489;.362;133;0.0;18.0;-0.8;3.3
65;Ian Happ;CHC;158;691;21;86;84;14;14.3%;22.1%;.183;.299;.248;.360;.431;.345;118;1.1;16.2;-7.2;3.2
66;Ke'Bryan Hayes;PIT;124;525;15;65;61;10;5.3%;19.8%;.182;.315;.271;.309;.453;.324;101;-0.1;0.6;13.9;3.2
67;Matt McLain;CIN;89;403;16;65;50;14;7.7%;28.5%;.216;.385;.290;.357;.507;.370;128;0.4;14.5;3.6;3.2
68;Jeimer Candelario;2 Tms;140;576;22;77;70;8;9.2%;22.0%;.220;.292;.251;.336;.471;.346;117;-0.1;12.0;0.0;3.1
69;Marcell Ozuna;ATL;144;592;40;84;100;0;9.6%;22.6%;.285;.293;.274;.346;.558;.381;139;-2.0;26.6;-15.5;3.1
70;Randy Arozarena;TBR;151;654;23;95;83;22;12.2%;23.9%;.171;.310;.254;.364;.425;.347;126;0.5;20.7;-12.0;3.1
71;Lane Thomas;WSN;157;682;28;101;86;20;5.3%;25.8%;.201;.325;.268;.315;.468;.334;109;1.7;9.0;-1.2;3.1
72;Lars Nootbaar;STL;117;503;14;74;46;11;14.3%;19.7%;.157;.307;.261;.367;.418;.344;118;1.8;13.2;0.4;3.1
73;Seiya Suzuki;CHC;138;583;20;75;74;6;10.1%;22.3%;.200;.341;.285;.357;.485;.358;126;-2.0;17.1;-6.3;3.0
74;Matt Chapman;TOR;140;581;17;66;54;4;10.7%;28.4%;.185;.319;.240;.330;.424;.328;110;-0.8;6.2;4.3;3.0
75;Francisco Alvarez;NYM;123;423;25;51;63;2;8.0%;26.0%;.228;.222;.209;.284;.437;.310;97;-2.8;-4.2;20.0;3.0
76;Brandon Lowe;TBR;109;436;21;58;68;7;11.5%;27.3%;.212;.275;.231;.328;.443;.334;117;1.2;10.2;4.0;2.9
77;Pete Alonso;NYM;154;658;46;92;118;4;9.9%;22.9%;.287;.205;.217;.318;.504;.346;121;-0.7;16.8;-10.1;2.9
78;Mike Trout;LAA;82;362;18;54;44;2;12.4%;28.7%;.227;.335;.263;.367;.490;.368;134;0.4;15.2;1.3;2.9
79;Max Kepler;MIN;130;491;24;72;66;1;9.2%;21.6%;.224;.288;.260;.332;.484;.348;124;-3.0;11.0;0.8;2.9
80;Kevin Kiermaier;TOR;129;408;8;58;36;14;7.1%;21.1%;.154;.321;.265;.322;.419;.320;104;3.1;5.2;9.0;2.8
81;Edouard Julien;MIN;109;408;16;60;37;3;15.7%;31.4%;.195;.371;.263;.381;.459;.366;136;-1.2;16.4;-2.3;2.8
82;Jeremy Peña;HOU;150;634;10;81;52;13;6.8%;20.3%;.118;.323;.263;.324;.381;.310;96;0.7;-2.0;8.1;2.8
83;Willson Contreras;STL;125;495;20;55;67;6;10.3%;22.4%;.203;.311;.264;.358;.467;.358;127;-1.5;15.3;-4.3;2.8
84;Zack Gelof;OAK;69;300;14;40;32;14;8.7%;27.3%;.237;.331;.267;.337;.504;.357;133;2.2;14.1;3.1;2.7
85;Nolan Arenado;STL;144;612;26;71;93;3;6.7%;16.5%;.193;.279;.266;.315;.459;.327;107;-2.1;3.1;3.6;2.7
86;Josh Naylor;CLE;121;495;17;52;97;10;6.7%;13.7%;.181;.326;.308;.354;.489;.354;128;-1.8;14.9;-4.6;2.7
87;Patrick Bailey;SFG;97;353;7;29;48;1;5.9%;28.3%;.126;.314;.233;.285;.359;.282;78;-0.3;-10.1;25.3;2.7
88;Brandon Drury;LAA;125;523;26;61;83;0;4.8%;26.0%;.235;.308;.262;.306;.497;.339;114;-2.8;6.0;3.1;2.7
89;Jack Suwinski;PIT;144;534;26;63;74;13;14.0%;32.2%;.230;.290;.224;.339;.454;.341;112;2.1;10.4;-1.6;2.7
90;Max Muncy;LAD;135;579;36;95;105;1;14.7%;26.4%;.263;.221;.212;.333;.475;.344;118;-1.1;12.1;-5.1;2.6
91;Jose Siri;TBR;101;364;25;58;56;12;5.5%;35.7%;.272;.269;.222;.267;.494;.319;106;2.2;5.1;8.5;2.6
92;Anthony Santander;BAL;153;656;28;81;95;5;8.4%;23.2%;.215;.299;.257;.325;.472;.340;119;-0.7;14.5;-11.2;2.6
93;Josh Jung;TEX;122;515;23;75;70;1;5.8%;29.3%;.201;.340;.266;.315;.467;.334;110;-3.4;2.9;5.2;2.6
94;Jake Rogers;DET;107;365;21;47;49;1;7.7%;32.3%;.224;.268;.221;.286;.444;.312;97;-0.2;-1.5;14.4;2.5
95;Austin Hays;BAL;144;566;16;76;67;5;6.7%;24.9%;.169;.345;.275;.325;.444;.330;112;-1.3;6.9;-1.0;2.5
96;Willi Castro;MIN;124;409;9;60;34;33;8.3%;24.2%;.154;.328;.257;.339;.411;.327;109;5.1;9.6;1.7;2.5
97;Luke Raley;TBR;118;406;19;56;49;14;6.9%;31.5%;.241;.330;.249;.333;.490;.353;130;2.0;16.6;-5.3;2.5
98;Jarren Duran;BOS;102;362;8;46;40;24;6.6%;24.9%;.187;.381;.295;.346;.482;.354;120;7.2;15.9;-3.2;2.5
99;Jeff McNeil;NYM;156;648;10;75;55;10;6.0%;10.0%;.108;.288;.270;.333;.378;.314;100;0.7;0.9;1.9;2.5
100;Nathaniel Lowe;TEX;161;724;17;89;82;1;12.8%;22.8%;.152;.329;.262;.360;.414;.340;114;-4.8;7.7;-7.8;2.5
101;Yainer Diaz;HOU;104;377;23;51;60;0;2.9%;19.6%;.256;.292;.282;.308;.538;.354;127;-1.7;10.5;1.1;2.4
102;J.D. Martinez;LAD;113;479;33;61;103;1;7.1%;31.1%;.301;.324;.271;.321;.572;.369;135;-0.8;20.0;-11.8;2.4
103;Tommy Edman;STL;137;528;13;69;47;27;6.6%;15.9%;.150;.275;.248;.307;.399;.306;92;2.8;-2.2;8.4;2.4
104;Wilmer Flores;SFG;126;454;23;51;60;0;9.0%;13.9%;.225;.286;.284;.355;.509;.368;136;-3.1;16.9;-8.6;2.4
105;Royce Lewis;MIN;58;239;15;36;52;6;8.4%;23.0%;.240;.354;.309;.372;.548;.393;155;-0.4;15.2;0.2;2.4
106;Geraldo Perdomo;ARI;144;495;6;71;47;16;12.9%;17.4%;.113;.295;.246;.353;.359;.319;99;1.8;1.1;5.8;2.4
107;Orlando Arcia;ATL;139;533;17;66;65;1;7.3%;19.1%;.156;.301;.264;.321;.420;.321;99;-2.3;-2.8;8.3;2.3
108;Ryan Jeffers;MIN;96;335;14;46;43;3;9.9%;27.8%;.213;.359;.276;.369;.490;.369;138;-2.0;13.2;-1.3;2.3
109;Gabriel Moreno;ARI;111;380;7;33;50;6;7.6%;19.7%;.123;.338;.284;.339;.408;.325;103;-2.6;-1.4;11.8;2.3
110;Alejandro Kirk;TOR;123;422;8;34;43;0;10.0%;10.7%;.108;.265;.250;.334;.358;.308;96;-6.6;-8.7;17.3;2.3
111;Riley Greene;DET;99;416;11;51;37;7;8.4%;27.4%;.159;.384;.288;.349;.447;.344;119;2.0;11.7;-2.9;2.3
112;Jason Heyward;LAD;124;377;15;56;40;2;9.0%;17.0%;.204;.291;.269;.340;.473;.348;121;-1.3;8.3;1.7;2.3
113;Jake Burger;2 Tms;141;540;34;71;80;1;5.9%;27.6%;.268;.284;.250;.309;.518;.349;120;-0.8;12.7;-8.4;2.3
114;Leody Taveras;TEX;143;554;14;67;67;14;6.3%;21.1%;.155;.318;.266;.312;.421;.316;98;2.7;1.1;2.5;2.3
115;Nolan Gorman;STL;119;464;27;59;76;7;11.4%;31.9%;.241;.296;.236;.328;.478;.345;118;0.2;10.7;-3.9;2.3
116;J.D. Davis;SFG;144;546;18;61;69;1;9.5%;27.8%;.165;.320;.248;.325;.413;.321;104;-2.4;0.5;3.3;2.2
117;Jon Berti;MIA;133;424;7;53;33;16;6.8%;18.2%;.111;.349;.294;.344;.405;.325;103;2.0;3.4;4.5;2.2
118;CJ Abrams;WSN;151;614;18;83;64;47;5.2%;19.2%;.167;.279;.245;.300;.412;.306;90;9.2;1.7;-0.4;2.2
119;Brandon Belt;TOR;103;404;19;53;43;0;15.1%;34.9%;.236;.370;.254;.369;.490;.369;138;-2.2;16.3;-8.3;2.2
120;Brent Rooker;OAK;137;526;30;61;69;4;9.3%;32.7%;.242;.317;.246;.329;.488;.348;127;-0.8;16.3;-12.6;2.2
121;Ryan Noda;OAK;128;495;16;63;54;3;15.6%;34.3%;.177;.347;.229;.364;.406;.342;123;0.5;13.9;-9.3;2.2
122;Bryan Reynolds;PIT;145;640;24;85;84;12;8.3%;21.6%;.197;.304;.263;.330;.460;.338;110;1.4;9.4;-9.6;2.1
123;Maikel Garcia;KCR;123;515;4;59;50;23;7.4%;22.3%;.086;.344;.272;.323;.358;.299;84;1.3;-8.6;12.0;2.1
124;Daulton Varsho;TOR;158;581;20;65;61;16;7.7%;23.2%;.169;.256;.220;.285;.389;.293;85;2.3;-8.0;9.0;2.1
125;Bo Naylor;CLE;67;230;11;33;32;5;13.0%;23.0%;.232;.267;.237;.339;.470;.347;124;1.7;8.2;4.9;2.1
126;J.T. Realmuto;PHI;135;540;20;70;63;16;6.5%;25.6%;.200;.307;.252;.310;.452;.324;102;-0.4;0.8;1.7;2.1
127;Mitch Garver;TEX;87;344;19;45;50;0;12.8%;23.8%;.230;.313;.270;.370;.500;.374;138;-1.9;13.7;-4.9;2.1
128;Kerry Carpenter;DET;118;459;20;57;64;6;7.0%;25.1%;.194;.338;.278;.340;.471;.347;121;0.1;11.9;-7.1;2.0
129;Michael A. Taylor;MIN;129;388;21;48;51;13;6.7%;33.5%;.223;.278;.220;.278;.442;.308;96;3.0;0.9;6.1;2.0
130;Lourdes Gurriel Jr.;ARI;145;592;24;65;82;5;5.6%;17.4%;.201;.282;.261;.309;.463;.329;106;0.2;4.3;-4.2;2.0
131;Anthony Volpe;NYY;159;601;21;62;60;24;8.7%;27.8%;.174;.259;.209;.283;.383;.290;84;3.4;-7.9;7.3;2.0
132;Will Benson;CIN;108;329;11;51;31;19;12.2%;31.3%;.223;.391;.275;.365;.498;.369;128;1.8;13.0;-4.6;2.0
133;Danny Jansen;TOR;86;301;17;38;53;0;7.6%;20.6%;.246;.233;.228;.312;.474;.336;116;-1.1;4.5;4.7;1.9
134;Jazz Chisholm Jr.;MIA;97;383;19;50;51;22;6.8%;30.8%;.207;.318;.250;.304;.457;.325;103;3.8;5.1;1.5;1.9
135;Tommy Pham;2 Tms;129;481;16;55;68;22;9.8%;22.0%;.190;.300;.256;.328;.446;.332;110;2.6;8.7;-5.5;1.9
136;Spencer Steer;CIN;156;665;23;74;86;15;10.2%;20.9%;.192;.318;.271;.356;.464;.355;118;-0.6;14.2;-17.4;1.9
137;Davis Schneider;TOR;35;141;8;23;20;1;14.9%;30.5%;.328;.369;.276;.404;.603;.424;176;-0.3;12.6;1.8;1.9
138;Jorge Soler;MIA;137;580;36;77;75;1;11.4%;24.3%;.262;.272;.250;.341;.512;.361;126;-2.8;16.2;-16.6;1.9
139;Cedric Mullins;BAL;116;455;15;51;74;19;9.5%;22.2%;.183;.271;.233;.305;.416;.311;99;3.6;2.9;0.5;1.9
140;LaMonte Wade Jr.;SFG;135;519;17;64;45;2;14.6%;18.3%;.161;.290;.256;.373;.417;.347;122;-1.5;12.4;-11.0;1.9
141;Carlos Correa;MIN;135;580;18;60;65;0;10.2%;22.6%;.169;.272;.230;.312;.399;.309;96;-2.9;-5.5;4.3;1.9
142;Elly De La Cruz;CIN;98;427;13;67;44;35;8.2%;33.7%;.175;.336;.235;.300;.410;.305;84;6.6;-1.7;5.9;1.9
143;Freddy Fermin;KCR;70;235;9;26;32;0;5.5%;21.3%;.180;.323;.281;.321;.461;.333;108;-0.2;2.0;8.5;1.9
144;George Springer;TOR;154;683;21;87;72;20;8.8%;18.3%;.147;.291;.258;.327;.405;.320;104;-0.4;2.9;-7.9;1.8
145;Mickey Moniak;LAA;85;323;14;35;45;6;2.8%;35.0%;.215;.397;.280;.307;.495;.339;114;0.6;6.1;1.2;1.8
146;Mauricio Dubón;HOU;132;492;10;76;46;7;3.9%;14.2%;.133;.308;.278;.309;.411;.311;97;0.6;-1.0;2.5;1.8
147;Teoscar Hernández;SEA;160;678;26;70;93;7;5.6%;31.1%;.178;.342;.258;.305;.435;.317;105;-4.4;-0.6;-4.6;1.8
148;José Caballero;SEA;104;280;4;37;26;26;10.0%;23.6%;.100;.285;.221;.343;.320;.305;96;3.0;1.8;6.7;1.8
149;Trent Grisham;SDP;153;555;13;67;50;15;13.5%;27.7%;.154;.264;.198;.315;.352;.299;91;1.5;-4.9;3.4;1.7
150;Mike Yastrzemski;SFG;106;381;15;54;43;2;11.8%;26.0%;.212;.286;.233;.330;.445;.333;112;-0.5;5.2;-1.0;1.7
151;Matt Vierling;DET;134;530;10;63;44;6;8.3%;21.1%;.127;.321;.261;.329;.388;.315;99;-0.2;-1.0;-0.2;1.7
152;Triston Casas;BOS;132;502;24;66;65;0;13.9%;25.1%;.226;.317;.263;.367;.490;.367;129;-2.9;14.8;-15.1;1.7
153;Gary Sánchez;2 Tms;75;267;19;33;47;0;7.9%;25.1%;.275;.212;.217;.288;.492;.329;111;-0.8;2.9;4.9;1.7
154;Mark Canha;2 Tms;139;507;11;51;62;11;9.7%;15.6%;.138;.293;.262;.355;.400;.333;111;1.0;7.9;-8.3;1.7
155;Luis Rengifo;LAA;126;445;16;55;51;6;9.2%;18.4%;.180;.293;.264;.339;.444;.339;114;-0.5;7.0;-5.6;1.7
156;Ryan Mountcastle;BAL;115;470;18;64;68;3;7.9%;22.8%;.182;.315;.270;.328;.452;.333;114;0.7;8.8;-8.3;1.7
157;Matt Wallner;MIN;76;254;14;42;41;2;11.0%;31.5%;.258;.328;.249;.370;.507;.377;144;0.3;13.6;-5.8;1.6
158;Ryan McMahon;COL;152;627;23;80;70;5;10.8%;31.6%;.191;.326;.240;.322;.431;.325;88;-3.1;-12.4;7.5;1.6
159;Andy Ibáñez;DET;114;383;11;42;41;1;6.3%;18.0%;.169;.300;.264;.312;.433;.320;103;-0.7;0.6;2.3;1.6
160;Mike Tauchman;CHC;108;401;8;64;48;7;14.0%;21.4%;.125;.313;.252;.363;.377;.330;107;0.2;3.8;-1.7;1.6
161;Jared Triolo;PIT;54;209;3;30;21;6;11.5%;30.1%;.099;.440;.298;.388;.398;.350;118;0.3;5.1;3.3;1.5
162;Ryan O'Hearn;BAL;112;368;14;48;60;5;4.1%;22.3%;.191;.340;.289;.322;.480;.339;118;-1.0;7.2;-4.4;1.5
163;Ezequiel Tovar;COL;153;615;15;79;73;11;4.1%;27.0%;.155;.328;.253;.287;.408;.298;70;-0.8;-23.5;18.0;1.5
164;Connor Joe;PIT;133;472;11;63;42;3;10.6%;23.3%;.174;.311;.247;.339;.421;.332;107;-2.7;1.2;-1.7;1.5
165;Brendan Donovan;STL;95;371;11;48;34;5;8.9%;14.3%;.138;.311;.284;.365;.422;.345;118;-0.3;8.2;-5.6;1.5
166;Kyle Farmer;MIN;120;369;11;49;46;2;6.2%;23.3%;.152;.311;.256;.317;.408;.316;101;-1.4;-0.9;3.3;1.5
